spread,ou_value,fav_ml_result,fav_sp_result,ou_result,fav_ppg,und_ppg,fav_papg,und_papg,fav_ypg,und_ypg,fav_yapg,und_yapg,fav_topg,und_topg,fav_tofpg,und_tofpg,fav_avg_mov,und_avg_mov,fav_win_pct,und_win_pct,fav_last_5_win_pct,und_last_5_win_pct,fav_home_win_pct,und_home_win_pct,fav_away_win_pct,und_away_win_pct,ppg_diff,ypg_diff,topg_diff,avg_mov_diff,win_pct_diff,last_5_win_pct_diff,team_ovr_diff,ypg_sum,ppg_ratio,ypg_ratio,avg_mov_ratio
-3.0,47.0,0,0.0,0,22.5,20.86,29.33,20.86,354.17,328.0,362.67,307.43,1.33,1.57,0.83,0.86,1.67,-10.33,0.5,0.43,0.6,0.2,0.0,0.5,0.75,0.33,1.6400000000000006,26.170000000000016,-0.24,12.0,0.07,0.39999999999999997,-1.2900000000000063,682.1700000000001,1.08,1.08,-0.16
-14.0,49.0,1,1.0,0,33.83,18.14,16.33,29.57,411.5,307.57,270.17,414.86,0.83,1.57,2.67,1.29,18.33,-11.0,0.67,0.14,0.8,0.0,0.67,0.0,0.67,0.25,15.689999999999998,103.93,-0.7400000000000001,29.33,0.53,0.8,-2.9499999999999957,719.0699999999999,1.86,1.34,-1.67
-4.0,39.5,1,1.0,1,22.5,14.43,24.83,23.14,353.5,255.43,324.0,341.86,1.83,1.43,0.67,1.14,-8.67,-11.33,0.33,0.43,0.2,0.4,0.0,0.67,0.67,0.25,8.07,98.07,0.40000000000000013,2.66,-0.09999999999999998,-0.2,14.840000000000003,608.9300000000001,1.56,1.38,0.77
-4.5,43.0,0,0.0,0,24.71,19.5,23.57,22.0,393.43,323.83,295.57,352.33,1.0,1.17,0.71,0.83,-8.33,0.33,0.57,0.5,0.6,0.4,0.75,0.5,0.33,0.5,5.210000000000001,69.60000000000002,-0.16999999999999993,-8.66,0.06999999999999995,0.19999999999999996,11.14,717.26,1.27,1.21,-25.24
-3.5,48.0,1,1.0,1,22.71,18.29,26.43,28.57,347.71,334.43,360.71,383.0,1.0,1.43,1.0,1.0,-4.67,-11.33,0.29,0.0,0.2,0.0,0.0,0.0,0.5,0.0,4.420000000000002,13.279999999999973,-0.42999999999999994,6.66,0.29,0.2,-0.10999999999999943,682.14,1.24,1.04,0.41
-16.0,46.5,1,0.0,1,29.57,13.86,20.86,29.0,397.14,275.14,373.86,392.0,1.0,1.71,1.71,1.29,15.0,-19.0,0.86,0.14,0.8,0.0,0.75,0.33,1.0,0.0,15.71,122.0,-0.71,34.0,0.72,0.8,16.770000000000003,672.28,2.13,1.44,-0.79
-3.0,51.0,0,0.0,1,24.14,27.57,21.29,23.43,357.14,382.43,354.14,376.86,1.0,1.29,2.29,1.14,11.33,15.0,0.43,0.71,0.6,0.8,0.33,0.75,0.5,0.67,-3.4299999999999997,-25.29000000000002,-0.29000000000000004,-3.67,-0.27999999999999997,-0.20000000000000007,0.37999999999999545,739.5699999999999,0.88,0.93,0.76
-11.0,43.0,0,0.0,1,27.0,13.33,18.29,29.17,369.57,272.33,339.86,402.5,1.29,2.0,0.86,0.67,14.67,-15.0,0.71,0.17,0.8,0.2,0.67,0.33,0.75,0.0,13.67,97.24000000000001,-0.71,29.67,0.5399999999999999,0.6000000000000001,-8.010000000000005,641.9,2.03,1.36,-0.98
-4.5,49.5,0,0.0,1,24.67,25.57,25.0,20.0,377.5,355.0,364.33,350.57,1.0,1.57,1.5,1.57,-3.0,12.67,0.67,0.43,0.6,0.4,0.67,0.2,0.67,1.0,-0.8999999999999986,22.5,-0.5700000000000001,-15.67,0.24000000000000005,0.19999999999999996,1.1800000000000068,732.5,0.96,1.06,-0.24
-3.5,44.5,1,1.0,0,21.43,19.33,23.14,28.67,326.14,356.0,414.71,412.17,0.57,2.0,1.0,0.33,-5.0,-6.0,0.29,0.17,0.2,0.2,0.0,0.25,0.5,0.0,2.1000000000000014,-29.860000000000014,-1.4300000000000002,1.0,0.11999999999999997,0.0,9.149999999999991,682.14,1.11,0.92,0.83
-3.5,45.0,1,1.0,0,20.0,20.86,18.14,30.0,347.57,349.57,323.43,406.0,1.29,1.57,0.86,1.14,-7.0,-14.33,0.43,0.29,0.2,0.2,0.33,0.25,0.5,0.33,-0.8599999999999994,-2.0,-0.28,7.33,0.14,0.0,-5.3999999999999915,697.14,0.96,0.99,0.49
-4.5,49.0,0,0.0,1,33.29,23.33,21.0,16.83,423.43,296.67,332.14,331.5,1.0,1.0,2.0,1.67,23.0,2.67,0.86,0.67,0.8,0.6,1.0,0.5,0.67,0.75,9.96,126.75999999999999,0.0,20.33,0.18999999999999995,0.20000000000000007,-4.030000000000015,720.1,1.43,1.43,8.61
-3.0,51.5,0,0.0,0,24.5,34.17,22.83,24.33,414.17,460.83,358.33,381.17,0.83,1.17,1.17,2.33,0.33,12.67,0.5,0.83,0.6,1.0,0.67,1.0,0.33,0.67,-9.670000000000002,-46.65999999999997,-0.33999999999999997,-12.34,-0.32999999999999996,-0.4,2.230000000000004,875.0,0.72,0.9,0.03
-10.0,52.0,1,0.0,0,26.86,19.86,29.0,25.71,419.29,352.29,404.57,368.71,2.43,1.29,1.0,1.29,-8.0,-9.67,0.43,0.29,0.4,0.4,0.33,0.25,0.5,0.33,7.0,67.0,1.1400000000000001,1.67,0.14,0.0,5.199999999999989,771.58,1.35,1.19,0.83
-10.5,46.0,1,1.0,1,25.0,16.29,22.88,29.43,350.88,306.43,352.38,390.43,1.25,2.14,2.25,0.71,12.33,-15.0,0.38,0.29,0.6,0.4,0.25,0.5,0.5,0.0,8.71,44.44999999999999,-0.8900000000000001,27.33,0.09000000000000002,0.19999999999999996,3.1199999999999903,657.31,1.53,1.15,-0.82
-6.0,50.5,1,0.0,1,26.71,23.29,23.43,22.43,417.57,394.71,382.29,367.0,1.14,0.71,1.0,1.29,3.33,1.33,0.71,0.43,0.8,0.6,0.75,0.5,0.67,0.33,3.4200000000000017,22.860000000000014,0.42999999999999994,2.0,0.27999999999999997,0.20000000000000007,-4.820000000000007,812.28,1.15,1.06,2.5
-3.5,41.0,1,1.0,0,25.75,20.62,20.5,19.88,354.62,328.5,352.88,295.62,1.5,1.5,1.62,1.0,12.67,-7.33,0.5,0.5,0.6,0.2,0.2,0.5,1.0,0.5,5.129999999999999,26.120000000000005,0.0,20.0,0.0,0.39999999999999997,5.099999999999994,683.12,1.25,1.08,-1.73
-2.5,47.5,0,0.0,1,27.5,22.88,20.25,22.5,363.12,382.5,361.25,304.88,1.25,1.0,1.12,0.62,14.67,-8.33,0.62,0.5,0.6,0.4,0.67,0.6,0.6,0.33,4.620000000000001,-19.379999999999995,0.25,23.0,0.12,0.19999999999999996,-18.55000000000001,745.62,1.2,0.95,-1.76
-10.0,48.5,0,0.0,0,32.14,19.62,23.14,17.12,454.86,338.25,366.43,325.75,1.29,1.25,2.0,1.0,11.33,-2.0,0.86,0.5,1.0,0.2,1.0,0.5,0.75,0.5,12.52,116.61000000000001,0.040000000000000036,13.33,0.36,0.8,-0.5700000000000074,793.11,1.64,1.34,-5.66
-14.5,48.5,0,0.0,0,32.71,17.57,15.57,29.0,402.86,349.29,269.0,386.0,0.71,1.86,2.57,0.29,10.0,-13.0,0.71,0.14,0.8,0.2,0.75,0.25,0.67,0.0,15.14,53.56999999999999,-1.1500000000000001,23.0,0.57,0.6000000000000001,-2.170000000000009,752.1500000000001,1.86,1.15,-0.77
-5.5,46.5,1,1.0,0,17.25,14.88,29.12,30.12,301.88,281.12,406.88,401.38,1.62,1.62,1.12,1.12,-6.67,-23.33,0.12,0.12,0.0,0.0,0.0,0.25,0.2,0.0,2.369999999999999,20.75999999999999,0.0,16.659999999999997,0.0,0.0,9.529999999999994,583.0,1.16,1.07,0.29
-6.0,41.5,0,0.0,1,25.14,21.14,18.29,27.86,305.86,334.0,344.29,358.29,0.86,1.43,1.86,0.86,7.67,1.0,0.71,0.43,0.8,0.6,0.67,0.0,0.75,0.75,4.0,-28.139999999999986,-0.57,6.67,0.27999999999999997,0.20000000000000007,11.500000000000014,639.86,1.19,0.92,7.67
-3.0,46.5,0,0.0,0,25.71,19.5,23.71,25.0,393.29,345.75,354.0,368.62,0.71,1.25,1.29,1.38,3.33,-2.67,0.71,0.25,0.6,0.4,0.75,0.25,0.67,0.25,6.210000000000001,47.54000000000002,-0.54,6.0,0.45999999999999996,0.19999999999999996,-4.949999999999996,739.04,1.32,1.14,-1.25
-1.5,49.0,1,1.0,1,24.57,25.38,25.29,23.88,376.29,348.0,362.57,344.12,1.14,0.88,1.43,1.0,-8.67,7.0,0.57,0.38,0.6,0.4,0.5,0.0,0.67,0.6,-0.8099999999999987,28.29000000000002,0.2599999999999999,-15.67,0.18999999999999995,0.19999999999999996,4.920000000000002,724.29,0.97,1.08,-1.24
-7.5,48.0,1,0.0,0,26.0,24.0,27.5,20.88,412.88,337.5,391.5,331.75,2.38,0.75,1.0,1.75,-1.0,9.0,0.5,0.88,0.6,1.0,0.5,1.0,0.5,0.8,2.0,75.38,1.63,-10.0,-0.38,-0.4,-5.0600000000000165,750.38,1.08,1.22,-0.11
-3.5,45.0,0,0.0,1,24.0,30.75,24.43,17.25,369.71,393.62,324.0,319.0,1.57,1.12,0.71,1.75,-2.67,15.33,0.43,0.88,0.2,0.8,0.0,0.75,0.75,1.0,-6.75,-23.910000000000025,0.44999999999999996,-18.0,-0.45,-0.6000000000000001,6.8500000000000085,763.3299999999999,0.78,0.94,-0.17
-7.5,52.5,0,0.0,0,30.62,28.38,21.0,24.38,405.88,377.12,367.5,368.12,0.88,1.38,1.62,1.38,17.33,10.0,0.88,0.75,0.8,0.8,0.75,0.75,1.0,0.75,2.240000000000002,28.75999999999999,-0.4999999999999999,7.329999999999998,0.13,0.0,-1.4299999999999926,783.0,1.08,1.08,1.73
-6.5,38.5,1,0.0,1,18.86,15.38,20.29,24.38,330.43,264.0,345.71,357.5,1.0,1.38,0.86,1.0,5.33,-18.67,0.57,0.38,0.6,0.4,0.5,0.5,0.67,0.25,3.4799999999999986,66.43,-0.3799999999999999,24.0,0.18999999999999995,0.19999999999999996,7.960000000000008,594.4300000000001,1.23,1.25,-0.29
-7.5,46.5,0,0.0,0,27.62,17.22,24.38,26.89,427.88,297.44,374.25,391.89,1.25,2.0,0.88,1.44,2.33,-3.0,0.75,0.22,0.8,0.2,0.8,0.25,0.67,0.2,10.400000000000002,130.44,-0.75,5.33,0.53,0.6000000000000001,4.420000000000002,725.3199999999999,1.6,1.44,-0.78
-8.0,55.0,1,1.0,0,30.12,21.88,24.0,27.5,434.25,338.0,371.5,360.5,1.38,1.25,1.75,0.88,-1.33,-0.67,0.75,0.5,0.8,0.6,0.75,0.0,0.75,0.8,8.240000000000002,96.25,0.1299999999999999,-0.66,0.25,0.20000000000000007,7.510000000000005,772.25,1.38,1.28,1.99
-10.0,47.5,1,0.0,0,27.22,16.5,23.67,26.12,371.0,332.88,367.22,375.38,1.11,1.75,2.22,0.62,8.0,-6.0,0.44,0.25,0.6,0.4,0.4,0.4,0.5,0.0,10.719999999999999,38.120000000000005,-0.6399999999999999,14.0,0.19,0.19999999999999996,9.829999999999984,703.88,1.65,1.11,-1.33
-2.5,45.0,1,1.0,1,25.56,24.89,18.89,21.78,345.56,380.11,340.33,309.67,1.56,0.89,1.78,0.89,20.67,7.67,0.56,0.56,0.8,0.4,0.2,0.6,1.0,0.5,0.6699999999999982,-34.55000000000001,0.67,13.000000000000002,0.0,0.4,-10.580000000000013,725.6700000000001,1.03,0.91,2.69
-13.0,47.5,1,1.0,1,29.38,18.0,14.75,31.38,390.12,328.88,262.62,408.12,1.0,2.12,2.38,0.62,3.0,-17.67,0.62,0.25,0.6,0.4,0.75,0.5,0.5,0.0,11.379999999999999,61.24000000000001,-1.12,20.67,0.37,0.19999999999999996,-8.880000000000003,719.0,1.63,1.19,-0.17
-6.0,41.0,0,0.0,0,20.12,16.75,21.12,30.5,324.12,321.12,354.25,378.88,1.0,1.38,1.0,0.88,3.33,-23.33,0.62,0.0,0.8,0.0,0.6,0.0,0.67,0.0,3.370000000000001,3.0,-0.3799999999999999,26.659999999999997,0.62,0.8,3.0700000000000074,645.24,1.2,1.01,-0.14
-3.0,44.0,1,0.0,0,28.33,25.12,23.44,19.38,356.78,314.62,365.78,347.0,1.33,0.88,1.44,1.62,13.0,3.33,0.78,0.62,1.0,0.6,0.75,0.5,0.8,0.75,3.2099999999999973,42.15999999999997,0.45000000000000007,9.67,0.16000000000000003,0.4,-2.3300000000000125,671.4,1.13,1.13,3.9
-9.5,51.0,0,0.0,0,32.5,19.5,22.88,28.38,423.12,348.62,335.75,389.38,1.25,1.62,1.75,1.12,10.67,-13.0,0.75,0.25,0.8,0.2,1.0,0.25,0.5,0.25,13.0,74.5,-0.3700000000000001,23.67,0.5,0.6000000000000001,-6.010000000000005,771.74,1.67,1.21,-0.82
-10.5,43.0,0,0.0,1,30.78,19.0,17.22,20.33,398.44,318.67,321.0,293.11,1.0,1.67,1.89,1.11,12.33,-11.33,0.89,0.44,0.8,0.2,0.75,0.4,1.0,0.5,11.780000000000001,79.76999999999998,-0.6699999999999999,23.66,0.45,0.6000000000000001,4.569999999999993,717.11,1.62,1.25,-1.09
-3.0,53.5,0,0.0,0,24.88,24.25,25.12,23.88,384.88,385.12,358.62,383.62,1.0,0.62,1.25,1.38,-9.33,-0.33,0.62,0.38,0.6,0.4,0.5,0.5,0.75,0.25,0.629999999999999,-0.2400000000000091,0.38,-9.0,0.24,0.19999999999999996,-2.1700000000000017,770.0,1.03,1.0,28.27
-2.0,46.0,0,0.0,0,20.78,25.22,17.0,24.22,345.89,346.11,321.78,355.33,1.11,0.78,1.11,0.89,6.0,8.0,0.56,0.33,0.4,0.4,0.5,0.0,0.6,0.6,-4.439999999999998,-0.22000000000002728,0.33000000000000007,-2.0,0.23000000000000004,0.0,5.430000000000007,692.0,0.82,1.0,0.75
-3.5,49.5,1,1.0,0,22.11,22.62,20.0,21.12,333.44,314.0,321.22,401.5,0.89,0.5,1.56,1.0,3.67,6.0,0.78,0.38,0.8,0.4,1.0,0.25,0.67,0.5,-0.5100000000000016,19.439999999999998,0.39,-2.33,0.4,0.4,0.27000000000001023,647.44,0.98,1.06,0.61
-2.5,52.0,1,1.0,1,24.56,24.5,25.22,23.62,393.33,394.5,381.44,340.62,2.11,1.0,1.11,1.25,-5.0,4.67,0.56,0.62,0.6,0.4,0.6,0.75,0.5,0.5,0.05999999999999872,-1.170000000000016,1.1099999999999999,-9.67,-0.05999999999999994,0.19999999999999996,10.149999999999984,787.8299999999999,1.0,1.0,-1.07
-4.0,49.5,0,0.0,0,29.0,23.12,21.78,25.25,399.33,365.62,348.22,338.12,1.0,1.75,1.56,0.62,4.33,-5.0,0.78,0.38,0.8,0.2,0.6,0.0,1.0,0.75,5.879999999999999,33.70999999999998,-0.75,9.33,0.4,0.6000000000000001,-4.969999999999999,764.95,1.25,1.09,-0.87
-7.0,47.0,1,1.0,0,27.5,19.78,17.7,29.22,356.2,324.22,328.0,368.33,1.4,1.44,1.7,0.89,19.67,-14.67,0.6,0.44,0.8,0.6,0.33,0.0,1.0,0.67,7.719999999999999,31.97999999999996,-0.040000000000000036,34.34,0.15999999999999998,0.20000000000000007,6.390000000000001,680.4200000000001,1.39,1.1,-1.34
-7.0,49.5,0,0.0,1,31.11,26.8,15.0,23.0,401.11,363.4,274.11,363.6,1.11,1.0,2.67,2.1,13.33,6.0,0.67,0.5,0.6,0.8,0.75,0.5,0.6,0.5,4.309999999999999,37.710000000000036,0.1100000000000001,7.33,0.17000000000000004,-0.20000000000000007,-11.999999999999993,764.51,1.16,1.1,2.22
-3.5,43.0,0,0.0,1,20.5,20.56,19.3,27.33,320.9,345.44,280.7,376.44,1.7,1.56,1.2,1.22,4.0,-3.67,0.5,0.33,0.4,0.2,0.4,0.4,0.6,0.25,-0.05999999999999872,-24.54000000000002,0.1399999999999999,7.67,0.16999999999999998,0.2,-12.189999999999998,666.3399999999999,1.0,0.93,-1.09
-5.0,43.5,1,0.0,0,25.67,16.67,24.11,24.89,414.11,280.67,371.56,348.89,1.33,1.44,0.78,1.0,-11.0,-16.0,0.67,0.33,0.6,0.2,0.8,0.5,0.5,0.2,9.0,133.44,-0.10999999999999988,5.0,0.34,0.39999999999999997,7.049999999999997,694.78,1.54,1.48,0.69
-12.5,42.5,1,0.0,0,23.1,16.67,24.1,28.89,363.8,319.44,323.9,379.78,0.9,0.0,0.8,1.11,-6.0,-15.67,0.5,0.11,0.4,0.2,0.6,0.0,0.4,0.2,6.43,44.360000000000014,0.9,9.67,0.39,0.2,14.210000000000008,683.24,1.39,1.14,0.38
-6.5,45.0,1,1.0,0,24.0,16.56,23.56,25.78,362.22,332.67,331.44,366.44,1.56,1.67,0.78,0.56,6.0,-9.0,0.44,0.22,0.4,0.4,0.2,0.4,0.75,0.0,7.440000000000001,29.55000000000001,-0.10999999999999988,15.0,0.22,0.0,12.989999999999995,694.8900000000001,1.45,1.09,-0.67
-1.0,47.0,0,0.0,1,21.6,24.56,18.0,23.44,339.4,384.67,309.9,369.11,0.9,0.67,1.6,1.33,4.67,0.0,0.8,0.44,0.8,0.6,1.0,0.5,0.67,0.4,-2.9599999999999973,-45.27000000000004,0.22999999999999998,4.67,0.36000000000000004,0.20000000000000007,-0.5999999999999943,724.0699999999999,0.88,0.88,inf
-3.5,44.5,1,1.0,0,17.7,17.89,25.2,32.89,302.7,333.0,383.1,417.11,1.8,2.44,1.5,0.78,1.67,-13.33,0.3,0.22,0.4,0.2,0.4,0.4,0.2,0.0,-0.19000000000000128,-30.30000000000001,-0.6399999999999999,15.0,0.07999999999999999,0.2,-5.930000000000007,635.7,0.99,0.91,-0.13
-2.5,42.5,1,1.0,1,25.7,24.67,23.1,19.78,350.1,321.11,350.6,337.78,0.8,0.89,0.9,1.44,17.33,1.67,0.4,0.56,0.4,0.6,0.0,0.5,0.67,0.6,1.0299999999999976,28.99000000000001,-0.08999999999999997,15.659999999999998,-0.16000000000000003,-0.19999999999999996,-8.850000000000009,671.21,1.04,1.09,10.38
-10.0,44.5,0,0.0,0,27.8,14.22,23.2,28.67,347.5,280.11,366.5,385.89,1.2,1.89,1.4,1.56,5.67,-16.67,0.8,0.11,1.0,0.0,0.8,0.25,0.8,0.0,13.58,67.38999999999999,-0.69,22.340000000000003,0.6900000000000001,1.0,18.199999999999996,627.61,1.95,1.24,-0.34
-1.0,50.5,1,1.0,0,26.22,23.33,22.56,25.56,361.44,383.89,361.22,360.11,1.44,1.11,1.0,1.22,-1.33,-7.67,0.56,0.56,0.4,0.4,0.5,0.6,0.6,0.5,2.8900000000000006,-22.44999999999999,0.32999999999999985,6.34,0.0,0.0,4.489999999999988,745.3299999999999,1.12,0.94,0.17
-2.5,56.5,1,1.0,0,26.2,31.56,24.1,21.67,405.6,433.89,373.2,354.0,2.0,1.33,1.2,1.89,12.0,10.0,0.6,0.78,0.8,0.8,0.6,0.8,0.6,0.75,-5.359999999999999,-28.289999999999964,0.6699999999999999,2.0,-0.18000000000000005,0.0,-3.430000000000007,839.49,0.83,0.93,1.2
-2.5,47.0,0,0.0,0,20.11,28.7,20.67,18.9,302.22,375.5,400.56,323.0,0.67,1.1,1.0,1.9,1.33,-4.33,0.33,0.8,0.2,0.6,0.25,0.6,0.4,1.0,-8.59,-73.27999999999997,-0.43000000000000005,5.66,-0.47000000000000003,-0.39999999999999997,3.010000000000005,677.72,0.7,0.8,-0.31
-5.5,47.5,1,0.0,1,24.33,19.67,25.33,20.56,370.22,331.11,361.11,348.89,1.0,0.0,1.22,0.89,-2.33,2.33,0.56,0.56,0.4,0.8,0.4,0.5,0.75,0.67,4.659999999999997,39.110000000000014,1.0,-4.66,0.0,-0.4,1.7399999999999949,701.33,1.24,1.12,-1.0
-11.0,50.0,1,1.0,0,31.0,19.89,23.56,24.0,406.44,334.78,334.0,372.44,1.33,1.22,1.67,1.56,5.33,8.67,0.67,0.33,0.6,0.4,1.0,0.4,0.4,0.25,11.11,71.66000000000003,0.1100000000000001,-3.34,0.34,0.19999999999999996,8.58999999999999,741.22,1.56,1.21,0.61
-3.0,41.0,1,0.0,0,16.3,16.0,24.0,27.3,287.9,312.0,343.9,376.7,1.4,1.44,1.0,1.2,-5.33,-13.67,0.3,0.1,0.0,0.2,0.4,0.0,0.2,0.17,0.3000000000000007,-24.100000000000023,-0.040000000000000036,8.34,0.19999999999999998,-0.2,-4.890000000000001,599.9,1.02,0.92,0.39
-7.5,51.5,0,0.0,1,29.3,22.3,21.4,26.2,418.1,373.3,355.6,352.9,1.5,1.2,1.9,1.2,5.33,-17.67,0.7,0.5,0.6,0.4,0.8,0.5,0.6,0.5,7.0,44.80000000000001,0.30000000000000004,23.0,0.19999999999999996,0.19999999999999996,13.579999999999991,791.4000000000001,1.31,1.12,-0.3
-6.5,45.0,1,1.0,0,29.5,25.1,17.6,21.8,392.1,321.3,283.7,342.0,1.4,1.1,2.4,1.4,-0.33,-5.0,0.6,0.5,0.4,0.4,0.6,0.5,0.6,0.5,4.399999999999999,70.80000000000001,0.2999999999999998,4.67,0.09999999999999998,0.0,-13.95000000000001,713.4000000000001,1.18,1.22,0.07
-3.5,44.0,1,1.0,1,26.8,21.4,21.6,22.6,354.1,328.0,352.9,367.3,1.4,0.89,1.1,0.9,-3.0,-0.67,0.6,0.5,0.6,0.6,0.5,0.5,0.67,0.5,5.400000000000002,26.100000000000023,0.5099999999999999,-2.33,0.09999999999999998,0.0,-7.410000000000011,682.1,1.25,1.08,4.48
-2.5,44.5,0,0.0,0,15.0,17.8,27.1,32.0,271.1,337.7,389.3,414.2,1.7,2.3,1.9,0.8,-5.0,-16.67,0.2,0.2,0.2,0.2,0.25,0.33,0.17,0.0,-2.8000000000000007,-66.59999999999997,-0.5999999999999999,11.670000000000002,0.0,0.0,-15.46,608.8,0.84,0.8,0.3
-3.0,53.5,1,1.0,1,30.9,28.09,22.2,22.27,406.0,364.0,322.1,358.82,1.3,0.91,1.8,2.27,0.33,15.67,0.7,0.55,0.6,0.8,1.0,0.5,0.4,0.6,2.8099999999999987,42.0,0.39,-15.34,0.1499999999999999,-0.20000000000000007,-2.0799999999999983,770.0,1.1,1.12,0.02
-2.0,45.5,1,1.0,0,17.8,15.9,28.8,26.2,308.3,319.4,362.3,363.1,1.7,1.7,0.9,0.5,-21.0,-7.67,0.4,0.2,0.4,0.4,0.0,0.33,0.67,0.0,1.9000000000000004,-11.099999999999966,0.0,-13.33,0.2,0.0,0.2799999999999869,627.7,1.12,0.97,2.74
-2.5,42.0,0,0.0,1,20.55,18.27,20.0,24.45,318.73,310.45,288.73,382.82,1.55,1.73,1.18,1.45,0.0,9.0,0.46,0.36,0.4,0.6,0.33,0.4,0.6,0.33,2.280000000000001,8.28000000000003,-0.17999999999999994,-9.0,0.10000000000000003,-0.19999999999999996,0.7900000000000063,629.1800000000001,1.12,1.03,0.0
-7.0,43.5,1,1.0,1,27.27,26.45,16.09,23.09,351.82,354.09,313.18,350.45,1.36,1.55,1.91,1.27,27.0,1.67,0.64,0.73,1.0,0.8,0.33,0.67,1.0,0.8,0.8200000000000003,-2.269999999999982,-0.18999999999999995,25.33,-0.08999999999999997,0.19999999999999996,-2.780000000000001,705.91,1.03,0.99,16.17
-3.5,45.5,0,0.0,0,27.0,18.9,23.64,24.6,352.82,322.8,348.09,375.4,0.82,1.4,1.09,1.5,8.33,-5.33,0.46,0.3,0.6,0.4,0.2,0.4,0.67,0.2,8.100000000000001,30.019999999999982,-0.58,13.66,0.16000000000000003,0.19999999999999996,3.769999999999996,675.62,1.43,1.09,-1.56
-3.0,47.0,0,0.0,0,26.0,20.0,26.5,18.3,386.5,342.1,355.0,328.2,1.0,1.1,1.1,1.1,0.0,1.33,0.6,0.5,0.4,0.4,0.5,0.4,0.75,0.6,6.0,44.39999999999998,-0.10000000000000009,-1.33,0.09999999999999998,0.0,-0.5100000000000051,728.6,1.3,1.13,0.0
-2.0,46.5,0,0.0,1,27.1,22.45,22.7,19.45,387.2,351.0,346.9,318.82,1.1,0.82,1.4,1.45,-5.67,2.67,0.7,0.73,0.6,0.6,0.6,1.0,0.8,0.57,4.650000000000002,36.19999999999999,0.28000000000000014,-8.34,-0.030000000000000027,0.0,-1.4000000000000057,738.2,1.21,1.1,-2.12
-3.5,49.0,1,1.0,1,24.6,25.5,22.2,24.2,359.3,387.0,318.3,378.9,1.4,0.6,0.9,1.2,9.0,2.33,0.5,0.5,0.6,0.6,0.2,0.6,0.8,0.4,-0.8999999999999986,-27.69999999999999,0.7999999999999999,6.67,0.0,0.0,2.969999999999999,746.3,0.96,0.93,3.86
-3.5,47.0,1,1.0,0,24.7,22.18,23.0,22.82,402.6,362.45,369.7,316.73,1.3,1.0,0.8,0.91,-2.0,-3.33,0.7,0.55,0.6,0.6,0.8,0.67,0.6,0.4,2.5199999999999996,40.150000000000034,0.30000000000000004,1.33,0.1499999999999999,0.0,-12.050000000000011,765.05,1.11,1.11,0.6
1.0,47.0,1,1.0,0,21.2,19.4,26.7,20.9,347.8,298.6,368.5,401.8,1.5,0.6,1.1,0.9,3.0,-1.0,0.4,0.3,0.4,0.2,0.4,0.2,0.4,0.4,1.8000000000000007,49.19999999999999,0.9,4.0,0.10000000000000003,0.2,4.609999999999999,646.4000000000001,1.09,1.16,-3.0
-5.0,47.5,1,1.0,0,29.64,23.36,22.73,22.64,419.82,309.36,369.55,343.73,1.36,1.09,1.73,1.45,9.0,-12.67,0.64,0.46,0.4,0.2,0.67,0.4,0.6,0.5,6.280000000000001,110.45999999999998,0.27,21.67,0.18,0.2,-3.990000000000009,729.1800000000001,1.27,1.36,-0.71
-10.5,50.5,1,1.0,0,31.55,18.09,23.0,27.45,401.73,310.45,328.45,361.82,1.36,1.64,2.09,1.0,5.67,-19.33,0.73,0.46,0.6,0.4,1.0,0.0,0.5,0.71,13.46,91.28000000000003,-0.2799999999999998,25.0,0.26999999999999996,0.19999999999999996,7.469999999999999,712.1800000000001,1.74,1.29,-0.29
-7.5,42.0,1,1.0,1,28.18,16.27,18.36,23.09,378.91,296.09,317.82,334.36,1.0,1.36,1.73,1.0,0.0,-1.0,0.82,0.36,0.6,0.2,0.6,0.4,1.0,0.33,11.91,82.82000000000005,-0.3600000000000001,1.0,0.45999999999999996,0.39999999999999997,7.989999999999995,675.0,1.73,1.28,-0.0
-3.0,49.5,0,0.0,1,28.09,24.82,20.55,26.64,355.55,383.82,348.18,350.18,1.36,1.09,1.27,1.09,8.33,-6.0,0.64,0.55,0.6,0.4,0.6,0.5,0.67,0.6,3.2699999999999996,-28.269999999999982,0.27,14.33,0.08999999999999997,0.19999999999999996,-9.150000000000006,739.37,1.13,0.93,-1.39
-7.0,46.5,0,0.0,1,25.55,15.82,25.09,26.27,381.18,305.36,382.91,376.82,0.73,1.4,1.18,1.18,0.67,-1.67,0.46,0.09,0.4,0.2,0.6,0.0,0.33,0.17,9.73,75.82,-0.6699999999999999,2.34,0.37,0.2,6.980000000000004,686.54,1.62,1.25,-0.4
-10.0,44.5,1,1.0,0,28.33,14.91,23.58,26.55,366.33,264.82,358.83,378.09,1.25,1.64,2.25,1.82,8.33,-2.0,0.5,0.18,0.6,0.2,0.43,0.2,0.6,0.17,13.419999999999998,101.50999999999999,-0.3899999999999999,10.33,0.32,0.39999999999999997,18.57999999999999,631.15,1.9,1.38,-4.16
-6.5,39.5,1,1.0,0,19.5,18.36,23.25,23.0,310.83,317.45,367.42,371.45,1.67,1.27,1.58,1.73,14.0,-2.33,0.42,0.36,0.8,0.6,0.5,0.5,0.33,0.2,1.1400000000000006,-6.6200000000000045,0.3999999999999999,16.33,0.06,0.20000000000000007,1.6199999999999903,628.28,1.06,0.98,-6.01
